nome palestra,discipline,indirizzo,telefono,orari di apertura,pagina web,lat,long
101 running - servizi per lo sport,Fitness,"Corso Sempione, 101, 21013 Gallarate VA, Italia",+39 345 707 7310,Orari da verificare,,45.665604999999999,8.7723259999999996
1CYCLE,Fitness,"Via S. Gottardo 99, 6900 Massagno, Svizzera",+41 78 958 52 82,Lun 08-19:30 | Mar 06:30-19:30 | Mer 08-19:30 | Gio 08-19:30 | Ven 06:30-19:30 | Sab 09:30-12:30 | Dom chiuso,http://1cycle.ch/,46.013652,8.9427590000000006
1to1 Fitness,Fitness,"Piazza A. Manzoni, 12, 21052 Busto Arsizio VA, Italia",+39 0331 188 2519,Lun 07-21:30 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 08-20 | Dom chiuso,https://www.1to1fitness.it/,45.611555000000003,8.8459389999999996
1to1 Fitness,Fitness,"Viale Milano, 2, 21013 Gallarate VA, Italia",+39 0331 148 9128,Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 08-20 | Dom chiuso,https://www.1to1fitness.it/,45.656647999999997,8.7989610000000003
20' Training Lab Busto Arsizio,Fitness,"Via Isonzo, 22, 21052 Busto Arsizio VA, Italia",+39 366 712 2502,Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 08-16 | Dom chiuso,https://www.20traininglab.it/,45.617167999999999,8.845523
20' Training Lab Gallarate,Fitness,"Vle Vittorio Veneto, 8/D, 21013 Gallarate VA, Italia",+39 366 712 2502,Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 08-16 | Dom chiuso,https://www.20traininglab.it/,45.667721999999998,8.7965630000000008
20' Training Lab Saronno,Fitness,"Via C. B. Cavour, 71, 21047 Saronno VA, Italia",+39 331 404 4444,Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 08-16 | Dom chiuso,https://www.20traininglab.it/,45.627626999999997,9.0350000000000001
20' Training Lab Varese,Fitness,"Viale Luigi Borri, 53, 21100 Varese VA, Italia",+39 366 712 2502,Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 08-16 | Dom chiuso,https://www.20traininglab.it/,45.808352999999997,8.8370010000000008
A. S. D. Il Dojo Nippon Kempo Club,Difesa Personale,"Via A. De Gasperi, 26, 21012 Cassano Magnago VA, Italia",+39 338 504 7839,Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso,http://www.ildojo.it/,45.676298000000003,8.834721
A.S.D. Arashi 21100,Judo,"Via Donatello, 1, 21100 Varese VA, Italia",+39 392 811 1970,Lun 18-21 | Mar 19-20 | Mer 18-21 | Gio chiuso | Ven 16-17 | Sab 12:30-16 | Dom chiuso,https://www.arashi21100.it/,45.807833000000002,8.8355429999999995
A.S.D. Black Tiger,Fitness,"Via A. De Gasperi, 28, 21012 Cassano Magnago VA, Italia",+39 393 769 7303,Lun 17-22 | Mar 17-22 | Mer 17-22 | Gio 17-22 | Ven 17-22 | Sab chiuso | Dom chiuso,https://www.instagram.com/blacktigerasdigsh=MW4yZ2Z3ZHV4cnJtcw==,45.676551000000003,8.8350179999999998
A.S.D. Eagles,Fitness,"Via Armando Diaz, 23, 21040 Caronno Varesino VA, Italia",+39 345 342 9040,Lun 16:30-23 | Mar 16:30-23 | Mer 16:30-23 | Gio 16:30-23 | Ven 16:30-23 | Sab 14:30-19:30 | Dom 14:30-18:30,,45.741608999999997,8.8268559999999994
